"Gene.stable.ID"	"location_sortable"	"GNF"	"Mabbott"	"Doig"	"Freeman2012_pig"	"SkinSig_3study"
"ENSG00000100994"	"20p11.21"	NA	NA	NA	"Heart>upper oesophagus"	"Ductal epithelium (sweat gland, eccrine)"
"ENSG00000100997"	"20p11.21"	NA	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	"Macs-other immune"	NA
"ENSG00000101000"	"20q11.2"	"General_HK_(ribosone,proteasome, etc)"	"High in endothelium"	NA	NA	NA
"ENSG00000101003"	"20p11.21"	NA	"High in ES/iPS cells"	"Cell cycle (G1/S phase)"	"Many (cell cycle)"	"Cell cycle (S/M phase)"
"ENSG00000101004"	"20p11.22-p11.1"	NA	NA	NA	NA	NA
"ENSG00000101017"	"20q12-q13.2"	NA	"[0228"	NA	"LPS induced mac-specific"	NA
"ENSG00000101019"	"20q11.22"	NA	"[0107"	NA	NA	NA
"ENSG00000101040"	"20q13.12"	NA	"High in erythroblasts:BM"	NA	"Cluster1819"	NA
"ENSG00000101049"	"20q13.2"	NA	"Hepatocyte-related|High in keratinocytes:epithelium"	NA	NA	"Ductal epithelium (sebaceous gland)"
"ENSG00000101052"	"20q12-q13.1"	NA	NA	NA	"Cluster1227"	NA
"ENSG00000101057"	"20q13.1"	NA	NA	"Cell cycle (G1/S phase)"	"Cluster1052"	NA
"ENSG00000101074"	"20q13.12"	NA	"High in chondrocytes: low in osteoblasts"	NA	NA	NA
"ENSG00000101076"	"20q13.12"	NA	"Hepatocyte-related|Low in tissue stem cells"	"HK"	"Liver>other GI"	NA
"ENSG00000101079"	"20q11.21-q11.23"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000101082"	"20q11.23"	NA	"High in CD8+ T cells: NK cells"	"T-cell"	"Blood>>macs-other immune"	NA
"ENSG00000101084"	"20q11.23"	"General_HK"	NA	NA	"Cluster1097"	NA
"ENSG00000101096"	"20q13.2"	NA	"Low in tissue stem cells"	"HK"	"Blood>>macs-other immune"	NA
"ENSG00000101098"	"20q13.12"	NA	NA	NA	NA	NA
"ENSG00000101104"	"20q12-q13.1"	NA	NA	NA	"HK1"	NA
"ENSG00000101109"	"20q11.2-q13.2"	NA	"High in CD16+ neutrophils|High in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000101115"	"20q13.2"	NA	"High in ES/iPS cells"	NA	"Placenta"	NA
"ENSG00000101126"	"20q13.13"	"[143"	"[0177"	"[343"	"Cluster0164"	NA
"ENSG00000101132"	"20q13.2"	"General_HK_(ribosone,proteasome, etc)"	NA	NA	NA	NA
"ENSG00000101134"	"20q13.2"	"High_in_foetal_brain"	"High in brochial smooth muscle cells"	NA	"Cluster1937"	NA
"ENSG00000101138"	"20q13.31"	NA	NA	"[343"	"Cluster0136"	NA
"ENSG00000101144"	"20q13"	NA	NA	"HK"	NA	NA
"ENSG00000101146"	"20q13.31"	"High_in_Testis"	"[0167"	"[639"	"Testis-macrophage"	NA
"ENSG00000101150"	"20q13.2-q13.3"	NA	NA	NA	NA	NA
"ENSG00000101152"	"20q13.33"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000101158"	"20q13"	NA	NA	"[457"	NA	NA
"ENSG00000101160"	"20q13.32"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000101161"	"20q13.33"	NA	NA	"Cell cycle related?"	"Cluster0461"	NA
"ENSG00000101162"	"20q13.32"	NA	"High in platelets"	NA	"Blood>>macs-other immune"	NA
"ENSG00000101180"	"20q13.33"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000101181"	"20q13.33"	NA	NA	NA	NA	NA
"ENSG00000101182"	"20q13.33"	NA	NA	NA	"General - Proteosome"	NA
"ENSG00000101187"	"20q13.1"	NA	NA	NA	NA	NA
"ENSG00000101188"	"20q13"	NA	NA	NA	NA	NA
"ENSG00000101189"	"20q13.33"	NA	NA	"[639"	NA	NA
"ENSG00000101190"	"20q13.33"	"High_in_Testis"	NA	NA	"Testis-adult"	NA
"ENSG00000101191"	"20q13.33"	NA	"[0260"	NA	"HK3"	NA
"ENSG00000101193"	"20q13.33"	NA	NA	"[343"	NA	NA
"ENSG00000101194"	"20q13.33"	NA	NA	NA	NA	NA
"ENSG00000101197"	"20q13.3"	NA	"Low in tissue stem cells"	NA	"HK1"	NA
"ENSG00000101198"	"20q13.33"	NA	NA	NA	"HK1"	NA
"ENSG00000101199"	"20q13.33"	NA	NA	"[488"	NA	NA
"ENSG00000101200"	"20p13"	NA	NA	"HK"	"HK3"	NA
"ENSG00000101203"	"20q13.33"	NA	NA	NA	NA	NA
"ENSG00000101204"	"20q13.33"	"[161"	"Low in tissue stem cells"	"HK"	NA	NA
"ENSG00000101210"	"20q13.3"	"[090"	"High in neurones"	NA	NA	NA
"ENSG00000101213"	"20q13.3"	"[236"	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000101216"	"20q13.33"	NA	NA	NA	"HK1"	NA
"ENSG00000101220"	"20p13"	NA	NA	NA	NA	NA
"ENSG00000101222"	"20p13"	NA	"High in bronchial epithelium"	"[409"	"Fallopian tube>adult testis"	NA
"ENSG00000101224"	"20p13"	"General_HK"	"High in T cells:NK cells:B cells"	NA	"Blood>>macs-other immune"	NA
"ENSG00000101230"	"20p12.1"	NA	NA	NA	"Cluster1826"	NA
"ENSG00000101236"	"20p13"	"High_in_Smooth/cardiac_musle"	"High in CD16+ neutrophils|High in neutrophils:BM"	NA	"Blood>>macs-other immune"	NA
"ENSG00000101246"	"20q13.3"	NA	NA	"Cell cycle related?"	"Cluster0398"	NA
"ENSG00000101247"	"20p12.1"	NA	NA	NA	NA	NA
"ENSG00000101251"	"20p12.1"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000101255"	"20p13-p12.2"	NA	NA	NA	"Alveloar macs>>other macs"	NA
"ENSG00000101265"	"20p13"	"High_in_CNS"	"High in BM:monocytes:neutrophils"	NA	NA	"Fibroblast"
"ENSG00000101266"	"20p13"	"General_HK_(ribosone,proteasome, etc)|General_HK"	"High in ES/iPS cells"	"[273"	NA	NA
"ENSG00000101276"	"20p13"	NA	NA	"HK"	NA	NA
"ENSG00000101280"	"20p13"	NA	NA	NA	NA	NA
"ENSG00000101282"	"20p13"	NA	NA	NA	NA	NA
"ENSG00000101290"	"20p13"	NA	"[0068"	NA	"Cluster0525"	NA
"ENSG00000101292"	"20p12.3"	NA	NA	NA	NA	NA
"ENSG00000101294"	"20q11.21"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000101298"	"20p13"	NA	NA	NA	NA	NA
"ENSG00000101306"	"20q13.31"	NA	NA	"HK"	"Skeletal muscle>heart"	NA
"ENSG00000101307"	"20p13"	NA	"Low in many|High in neutrophils:BM|High in neutrophils"	"HK"	NA	NA
"ENSG00000101310"	"20p11.23"	NA	NA	NA	NA	NA
"ENSG00000101311"	"20p12.3"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	"High in epitheliium: low in keratinocytes|High in keratinocytes:epithelium"	NA	"General high -low in CNS"	NA
"ENSG00000101323"	"20p12"	"High_in_Liver"	"Hepatocyte-related"	NA	"Liver (hepatocyte)"	NA
"ENSG00000101327"	"20p13"	NA	NA	NA	NA	NA
"ENSG00000101331"	"20q11.21"	NA	NA	NA	NA	"Endothelium"
"ENSG00000101333"	"20p12"	NA	NA	NA	"Cluster0533"	NA
"ENSG00000101335"	"20q11.23"	"[329"	"Extracellular matrix"	"Smooth muscle"	"Smooth muscle (high in many)"	"Myocyte (smooth)"
"ENSG00000101336"	"20q11-q12"	"High_in_bone_marrow"	"High in BM progenitors/monocytes/MDM/MDDC/tissue DC/neutrophils"	"Macrophage"	"Blood>macs>spleen (immune)"	"Macrophage / DC"
"ENSG00000101337"	"20q11.21"	NA	NA	"[458"	NA	NA
"ENSG00000101342"	"20q11.23"	NA	NA	NA	NA	NA
"ENSG00000101343"	"20p11.2"	NA	NA	NA	"Cluster0992"	NA
"ENSG00000101346"	"20q11"	NA	NA	NA	NA	NA
"ENSG00000101347"	"20q11.23"	NA	"[0351"	"[563"	NA	NA
"ENSG00000101349"	"20p12"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000101350"	"20q11.21"	NA	NA	NA	"Cluster1673"	NA
"ENSG00000101353"	"20q11.22"	NA	NA	NA	NA	NA
"ENSG00000101361"	"20p13"	NA	"Cell cycle (S/M phase)|High in ES/iPS cells"	"[450"	NA	NA
"ENSG00000101363"	"20q11.23"	NA	NA	NA	NA	NA
"ENSG00000101365"	"20p13"	"High_in_Cardiac_muscle"	NA	NA	"General (oxidative phosphorylation)"	NA
"ENSG00000101367"	"20q11.1-q11.3"	NA	NA	"Cell cycle related?"	"Cluster0981"	NA
"ENSG00000101384"	"20p12.1-p11.23"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	"Low in LPS/IFNg-treated neutrophils"	"HK"	NA	NA
"ENSG00000101391"	"20q11.21"	NA	NA	"[481"	NA	NA
"ENSG00000101400"	"20q11.2"	NA	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000101405"	"20p13"	"[124"	"Oocyte-related"	NA	NA	NA
"ENSG00000101407"	"20q11.23"	NA	"High in ES/iPS cells"	NA	"Cluster0088"	NA
"ENSG00000101412"	"20q11"	"General_HK_(ribosone,proteasome, etc)"	NA	"Cell cycle (G1/S phase)"	NA	NA
"ENSG00000101413"	"20q11.23"	NA	"B cell-related"	NA	"Cluster0565"	NA
"ENSG00000101417"	"20q11.22"	NA	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000101421"	"20q11.22"	NA	"High in LPS/IFNg-treated neutrophils"	NA	"Cluster0298"	NA
"ENSG00000101425"	"20q11.23"	"High_in_bone_marrow"	"High in BM:myelocytes"	NA	"Cluster1872"	NA
"ENSG00000101435"	"20p11.21"	NA	NA	NA	NA	NA
"ENSG00000101438"	"20q11"	NA	"High in some ES cells"	NA	"CNS-highest in cortex"	NA
"ENSG00000101439"	"20p11.2"	NA	"High in BM/monocytes/MDM/MDDC/tissue DC/B cells: MHC-related"	NA	NA	NA
"ENSG00000101440"	"20q11.2-q12"	NA	"High in plasmacytoid DC: Low in tissue DC"	NA	NA	NA
"ENSG00000101441"	"20p11.2"	NA	NA	NA	NA	NA
"ENSG00000101442"	"20q12"	NA	"[0310"	NA	NA	NA
"ENSG00000101443"	"20q13.12"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000101444"	"20q11.22"	NA	NA	"[481"	"Macs-other immune"	NA
"ENSG00000101445"	"20q11.23"	"High_in_CNS"	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000101446"	"20q13.12"	"[109"	"Low in spermatocytes"	NA	NA	NA
"ENSG00000101447"	"20q11.23"	NA	"Cell cycle (S/M phase)"	"Cell cycle (G1/S phase)"	"Smooth muscle (high in many)"	NA
"ENSG00000101448"	"20q13.12"	"High_in_Testis"	"[0143"	NA	NA	NA
"ENSG00000101452"	"20q11.22-q12"	NA	"[0107"	"[543|599"	NA	NA
"ENSG00000101457"	"20q13.12"	NA	NA	NA	NA	NA
"ENSG00000101460"	"20q11.22"	NA	"High in keratinocytes:epithelium"	NA	NA	"Keratinocyte"
"ENSG00000101463"	"20p11.21"	"High_in_CNS"	NA	NA	NA	NA
"ENSG00000101464"	"20q11.22"	NA	NA	NA	NA	NA
"ENSG00000101470"	"20q12-q13.11"	NA	NA	"Skeletal muscle"	"Skeletal muscle>heart"	"Myocyte (skeletal)"
"ENSG00000101473"	"20q13.12"	NA	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000101474"	"20p11.2"	NA	NA	NA	NA	"Ductal epithelium (sebaceous gland)"
"ENSG00000101489"	"18q12"	NA	"Spike in some ES cells"	NA	"CNS-highest in cortex"	NA
"ENSG00000101493"	"18q23"	NA	NA	NA	NA	NA
"ENSG00000101542"	"18q21.33"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000101544"	"18q23"	"General_HK"	NA	NA	"Cluster0441"	NA
"ENSG00000101546"	"18q23"	NA	NA	NA	NA	NA
"ENSG00000101557"	"18p11.32"	"General_HK_(ribosone,proteasome, etc)"	NA	NA	NA	NA
"ENSG00000101558"	"18p11.2"	NA	"Low in LPS/IFNg-treated neutrophils"	NA	"Cluster0924"	NA
"ENSG00000101574"	"18p11.31"	NA	NA	"[320"	NA	NA
"ENSG00000101577"	"18p"	NA	"High in erythroblasts"	NA	"Tongue-Oesophagus>skin (stratified epithelis)"	NA
"ENSG00000101596"	"18p11.32"	"High_in_Testis"	NA	"[320"	"Cluster0212"	NA
"ENSG00000101605"	"18p11.31"	NA	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000101608"	"18p11.31"	NA	"High in LPS/IFNg-treated neutrophils|High in NK cells"	NA	"HK2-low in macs"	NA
"ENSG00000101624"	"18p11.21"	NA	NA	NA	"Cluster1364"	NA
"ENSG00000101638"	"18q12.3"	NA	"Low in many|High in some ES cells"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000101639"	"18p11.21"	NA	"[0140"	NA	"Testis>other (Cell cycle related)"	NA
"ENSG00000101654"	"18p11.21"	NA	"[0263"	NA	"Cluster1098"	NA
"ENSG00000101665"	"18q21.1"	NA	NA	NA	NA	NA
"ENSG00000101670"	"18q21.1"	NA	NA	NA	NA	NA
"ENSG00000101680"	"18p11.3"	NA	"[0227"	NA	"Ovary>adult testis"	NA
"ENSG00000101695"	"18q12.1"	NA	NA	NA	"Cluster0322"	NA
"ENSG00000101745"	"18p11.22"	NA	NA	NA	"Cluster1471"	NA
"ENSG00000101746"	"18q12"	NA	"High in neurones|Spermatocyte-related"	NA	"Cerebellum>>other CNS"	NA
"ENSG00000101751"	"18q21.1"	NA	NA	NA	NA	NA
"ENSG00000101752"	"18q11.2"	NA	NA	"[323"	NA	NA
"ENSG00000101773"	"18q11.2"	NA	NA	NA	NA	NA
"ENSG00000101782"	"18q11.2"	NA	NA	NA	NA	NA
"ENSG00000101811"	"Xq22.1"	NA	"Oocyte-related"	NA	"GI tract>>gall bladder"	NA
"ENSG00000101812"	"Xq22.2"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000101825"	"Xp22.33"	NA	NA	"ECM"	"Cluster0139"	NA
"ENSG00000101842"	"Xq22.3"	NA	"High in T cells:NK cells:B cells"	NA	"Stomach>>>Duodenum-lung"	NA
"ENSG00000101843"	"Xq22.3"	NA	NA	NA	NA	NA
"ENSG00000101844"	"Xq22.3"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000101846"	"Xp22.32"	"High_in_Placenta>Pituatary"	NA	NA	"Skin>>tongue"	NA
"ENSG00000101849"	"Xp22.3"	NA	NA	NA	"Cluster1392"	NA
"ENSG00000101850"	"Xp22.3"	NA	"Oocyte-related"	NA	NA	"Melanocyte"
"ENSG00000101856"	"Xq22-q24"	NA	NA	NA	"Cluster0836"	"Ductal epithelium (sebaceous gland)"
"ENSG00000101868"	"Xp22.1-p21.3"	NA	"Cell cycle (S/M phase)"	NA	"Many (cell cycle)"	NA
"ENSG00000101871"	"Xp22"	NA	NA	NA	"Cluster0402"	NA
"ENSG00000101882"	"Xq24"	NA	NA	"[179"	NA	NA
"ENSG00000101883"	"Xq24"	NA	NA	NA	NA	NA
"ENSG00000101888"	"Xq22.3"	NA	NA	NA	NA	NA
"ENSG00000101890"	"Xq22"	NA	NA	NA	"Cluster0125"	NA
"ENSG00000101892"	"Xq24"	NA	"Spermatocyte-related"	NA	"Skeletal muscle>heart"	NA
"ENSG00000101901"	"Xq23"	NA	"High in CD8+ T cells: NK cells"	NA	NA	NA
"ENSG00000101911"	"Xp22.2"	NA	"High in erythroblasts"	NA	NA	NA
"ENSG00000101916"	"Xp22"	NA	NA	"Macrophage"	"Cluster0434"	"Macrophage / DC"
"ENSG00000101928"	"Xq26.3"	NA	NA	NA	"Placenta"	NA
"ENSG00000101935"	"Xq22.3"	"General_HK_(ribosone,proteasome, etc)"	"[0284"	NA	"Macs-other immune"	NA
"ENSG00000101938"	"Xq23"	"High_in_adipocyte"	"Fatty acid metabolism"	NA	"Cluster1608"	"Fibroblast"
"ENSG00000101940"	"Xp11.23"	NA	NA	"[072"	NA	NA
"ENSG00000101945"	"Xp11.23"	NA	"Cell cycle (S/M phase)"	"[465"	"Macs-other immune"	NA
"ENSG00000101951"	"Xp11.23"	NA	NA	NA	"Placenta"	NA
"ENSG00000101955"	"Xp21.1"	"High_in_Smooth/cardiac_musle"	NA	NA	"General low in macs-CNS (fibroblast/ECM)"	NA
"ENSG00000101958"	"Xp22.2"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000101966"	"Xq25"	NA	"High in LPS/IFNg-treated neutrophils"	NA	"Cluster0369"	NA
"ENSG00000101972"	"Xq25"	"General_HK"	NA	NA	"Tongue>>skin-lower oesophagus"	NA
"ENSG00000101974"	"Xq27.1"	NA	NA	NA	"Cluster0480"	NA
"ENSG00000101977"	"Xq26.3-q27.1"	NA	"Spermatocyte-related"	NA	"Testis-adult"	NA
"ENSG00000101981"	"Xq26.3-q27.1"	"High_in_Liver"	"Hepatocyte-related"	NA	"Liver (hepatocyte)"	NA
"ENSG00000101986"	"Xq28"	NA	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	NA	NA
"ENSG00000101997"	"Xp11.23"	NA	NA	"[072"	"Cluster1249"	NA
"ENSG00000102001"	"Xp11.23"	NA	NA	NA	"Retina"	NA
"ENSG00000102003"	"Xp11.23-p11.22"	NA	NA	NA	NA	NA
"ENSG00000102007"	"Xp11.23"	NA	NA	NA	NA	NA
"ENSG00000102010"	"Xp22.2"	NA	"High in endothelium"	NA	NA	NA
"ENSG00000102021"	"Xq24"	NA	"Low in many"	NA	NA	NA
"ENSG00000102024"	"Xq23"	"General_HK_(ribosone,proteasome, etc)"	"High in mesenchymal cells/MSC/platelets"	NA	"Cluster0161"	NA
"ENSG00000102030"	"Xq28"	"General_HK_(ribosone,proteasome, etc)"	NA	NA	NA	NA
"ENSG00000102032"	"Xq28"	NA	NA	NA	"Cluster0183"	NA
"ENSG00000102034"	"Xq26"	"General_HK"	NA	NA	"Blood>macs>spleen (immune)"	NA
"ENSG00000102038"	"Xq25"	NA	"High in mesenchymal cells"	NA	"Cluster1833"	NA
"ENSG00000102043"	"Xq11.2"	NA	NA	"[383"	NA	NA
"ENSG00000102048"	"Xp22.2"	NA	NA	NA	NA	NA
"ENSG00000102053"	"Xq12"	NA	NA	NA	NA	NA
"ENSG00000102054"	"Xp22.22"	"High_in_Adrenal_Gland"	NA	NA	NA	NA
"ENSG00000102055"	"Xp11.3"	"High_in_Testis"	"Spermatocyte-related"	NA	NA	NA
"ENSG00000102057"	"Xp11.23"	NA	NA	NA	NA	NA
"ENSG00000102069"	"Xq27.3"	NA	NA	NA	NA	NA
"ENSG00000102076"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000102078"	"Xq24"	NA	NA	NA	NA	NA
"ENSG00000102080"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000102081"	"Xq27.3"	NA	NA	NA	"Cluster0071"	NA
"ENSG00000102096"	"Xp11.23"	NA	NA	"Immunoglobulins/plasma cell"	NA	NA
"ENSG00000102098"	"Xp22"	NA	NA	NA	NA	NA
"ENSG00000102100"	"Xp11.23"	NA	NA	NA	"Cluster1148"	"Ductal epithelium (sebaceous gland)"
"ENSG00000102103"	"Xp11.23"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000102104"	"Xp22.2-p22.1"	NA	"Oocyte-related"	NA	NA	NA
"ENSG00000102109"	"Xp11.23"	"High_in_Pancraetic_islets"	"High in some ES cells"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000102119"	"Xq27.3-q28"	NA	NA	NA	NA	NA
"ENSG00000102125"	"Xq28"	NA	NA	"[130"	NA	NA
"ENSG00000102128"	"Xq22.2"	NA	NA	NA	NA	NA
"ENSG00000102144"	"Xq13.3"	NA	NA	"[215"	"Cluster0372"	NA
"ENSG00000102145"	"Xp11.23"	NA	"High in erythroblasts:BM"	"HK"	NA	NA
"ENSG00000102158"	"Xq21.1"	NA	NA	NA	NA	NA
"ENSG00000102172"	"Xp22.1"	NA	NA	NA	NA	NA
"ENSG00000102174"	"Xp22.2-p22.1"	NA	"High in plasmacytoid DC: Low in tissue DC"	NA	"Cluster0443"	NA
"ENSG00000102178"	"Xq28"	NA	NA	NA	"Cluster0482"	NA
"ENSG00000102181"	"Xq28"	NA	NA	NA	"Cluster1589"	NA
"ENSG00000102189"	"12q22"	NA	NA	NA	NA	NA
"ENSG00000102195"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000102218"	"Xp11.3"	NA	NA	NA	"Cluster1156"	NA
"ENSG00000102225"	"Xp11"	NA	NA	NA	NA	NA
"ENSG00000102226"	"Xp11.23"	NA	NA	NA	"Cluster0393"	NA
"ENSG00000102230"	"Xp22"	NA	"High in ES/iPS cells"	"HK"	"CNS-testis"	NA
"ENSG00000102239"	"Xq26.3"	NA	NA	NA	NA	NA
"ENSG00000102241"	"Xq26.3"	"High_in_Pituatary>Placenta"	"[0238"	"[373"	NA	NA
"ENSG00000102243"	"Xq26.3"	"High_in_Placenta>Pituatary"	"High in epithelium"	NA	NA	NA
"ENSG00000102245"	"Xq26"	NA	"High in T cells:NK cells:B cells"	NA	"Blood>>macs-other immune"	NA
"ENSG00000102265"	"Xp11.3-p11.23"	NA	NA	"Endothelium"	NA	NA
"ENSG00000102271"	"Xq21.3"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000102287"	"Xq28"	NA	NA	NA	"Cluster0763"	NA
"ENSG00000102290"	"Xq21.3"	"High_in_foetal_brain"	"Oocyte-related"	NA	NA	NA
"ENSG00000102302"	"Xp11.21"	NA	"High in mesenchymal cells"	NA	NA	NA
"ENSG00000102309"	"Xq13.1"	NA	NA	NA	NA	NA
"ENSG00000102312"	"Xp11.23"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000102313"	"Xp11.22-p11.21"	NA	NA	NA	NA	NA
"ENSG00000102316"	"Xp11.2"	"[176"	"High in mesenchymal cells"	NA	NA	NA
"ENSG00000102317"	"Xp11.2"	NA	NA	NA	"Cluster1220"	NA
"ENSG00000102349"	"Xp11.21"	NA	NA	NA	NA	NA
"ENSG00000102359"	"Xq22.1"	"High_in_Smooth/cardiac_musle"	NA	NA	"Trachea>>snout tendon"	NA
"ENSG00000102362"	"Xq21.33"	NA	"High in platelets"	NA	"Adrenal gland>>>overy-placenta-testis"	NA
"ENSG00000102383"	"Xq13.3"	NA	"High in ES cells:iPS cells:CD326-CD56+_mesodem_prog: neurones"	NA	NA	NA
"ENSG00000102384"	"Xq22.1"	NA	"Cell cycle (S/M phase)"	NA	"Many (cell cycle)"	NA
"ENSG00000102385"	"Xq22"	NA	NA	"HK"	"CNS-highest in cortex"	NA
"ENSG00000102387"	"Xq22.1"	NA	NA	NA	"Testis (juvinille)"	NA
"ENSG00000102390"	"Xq13.2"	NA	NA	NA	NA	NA
"ENSG00000102393"	"Xq21.3-q22"	"General_HK"	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	NA	NA
"ENSG00000102401"	"Xq22.1"	"General_HK"	"Low in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000102409"	"Xq22.1-q22.3"	NA	NA	NA	NA	NA
"ENSG00000102445"	"13q14.11"	"High_in_Immune_cells_(T/B-cells,macs)"	NA	NA	NA	NA
"ENSG00000102452"	"13q32.3"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000102466"	"13q34"	"High_in_Cerebellum"	"Oocyte-related"	NA	"CNS-highest in cortex"	NA
"ENSG00000102468"	"13q14-q21"	"High_in_CNS"	NA	NA	NA	NA
"ENSG00000102471"	"13q22.1"	NA	"High in keratinocytes:epithelium"	NA	"CNS-highest in cortex"	NA
"ENSG00000102524"	"13q32-q34"	NA	NA	"Macrophage|Mac/T-cell interface"	"Alveloar macs>>other macs"	NA
"ENSG00000102531"	"13q14.12"	NA	"High in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000102539"	"13q14-q21"	NA	"High in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000102543"	"13q14.11"	NA	NA	NA	NA	NA
"ENSG00000102547"	"13q14.11"	NA	NA	NA	NA	NA
"ENSG00000102554"	"13q21.3"	"Cornified_epithelium_(Tongue)"	"High in bronchial epithelium|High in keratinocytes:epithelium"	NA	"General high -low in CNS"	NA
"ENSG00000102572"	"13q31.2-q32.3"	NA	NA	NA	"Cluster0942"	NA
"ENSG00000102575"	"19p13.2"	"High_in_Lung"	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	NA	NA
"ENSG00000102580"	"13q32"	NA	"High in LPS/IFNg-treated neutrophils"	NA	"Cluster0696"	NA
"ENSG00000102595"	"13q32.1"	NA	"High in mesenchymal cells|Spermatocyte-related"	NA	NA	NA
"ENSG00000102606"	"13q33.3"	NA	NA	NA	NA	NA
"ENSG00000102678"	"13q11-q12"	NA	"[0340"	NA	"Adrenal gland>>>overy-placenta-testis"	NA
"ENSG00000102683"	"13q12-q13"	"High_in_Cardiac_muscle"	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000102699"	"13q11"	NA	NA	NA	"Cluster0336"	NA
"ENSG00000102710"	"13q13"	"High_in_Testis"	"High in some lymphocytes"	"[286|634"	NA	NA
"ENSG00000102738"	"13q14.11"	NA	NA	NA	NA	NA
"ENSG00000102743"	"13q14"	NA	NA	NA	"Liver>kidney"	NA
"ENSG00000102753"	"13q14.3"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000102755"	"13q12"	NA	NA	NA	NA	NA
"ENSG00000102760"	"13q14.11"	"High_in_Lung"	"High in MDM:low in MDDC"	NA	NA	NA
"ENSG00000102763"	"13q14.11"	NA	NA	NA	NA	NA
"ENSG00000102780"	"13q13.3"	NA	NA	NA	NA	NA
"ENSG00000102781"	"13q12.3"	NA	NA	NA	"Cluster0478"	NA
"ENSG00000102786"	"13q14.3"	NA	NA	NA	NA	NA
"ENSG00000102796"	"13q14.3"	NA	NA	"HK"	NA	NA
"ENSG00000102802"	"13q12.3"	NA	NA	NA	NA	"Fibroblast"
"ENSG00000102804"	"13q14"	NA	"High in oocytes"	NA	NA	NA
"ENSG00000102805"	"13q22.3"	NA	NA	NA	"Cluster0239"	NA
"ENSG00000102837"	"13q14"	"High_in_Pancreas"	"High in BM:myelocytes"	NA	"GI tract>>gall bladder"	NA
"ENSG00000102854"	"16p13.3"	NA	NA	NA	"Gall bladderr>>>other "	NA
"ENSG00000102858"	"16p13"	NA	NA	NA	NA	NA
"ENSG00000102870"	"16p11.2"	NA	NA	NA	NA	NA
"ENSG00000102871"	"16q22"	NA	NA	NA	"General - Macs high"	NA
"ENSG00000102878"	"16q21"	NA	NA	"HK"	"Thyroid gland"	NA
"ENSG00000102879"	"16p11.2"	"High_in_Immune_cells_(T/B-cells,macs)"	NA	"T-cell"	NA	"Macrophage / DC"
"ENSG00000102882"	"16p11.2"	NA	NA	NA	NA	NA
"ENSG00000102886"	"16p11.2"	NA	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000102890"	"16q22.1"	NA	"High in epitheliium: low in keratinocytes"	NA	"Cluster0476"	NA
"ENSG00000102891"	"16q13"	NA	NA	NA	NA	NA
"ENSG00000102893"	"16q12-q13"	NA	"High in platelets"	NA	"Skeletal muscle>heart"	NA
"ENSG00000102897"	"16p12.2"	NA	NA	NA	NA	NA
"ENSG00000102898"	"16q22.1"	"High_in_Cardiac_muscle"	"[0133"	NA	"Tongue-Oesophagus>skin (stratified epithelis)"	NA
